start	end	text
2137500	2139920	你不就是为了去赚点钱吗
2139920	2141300	所以钱很多的话
2141300	2143220	稍微的有点不快乐
2143220	2144360	我觉得也是OK的
2144360	2145600	就是它应该是一个
2145600	2146760	可以接受的trade off
2146760	2147520	没有问题
2147520	2149640	所以在我的角度会觉得
2149640	2151240	如果你今天钱不够多的话
2151240	2152920	MTK是很多人
2152920	2154480	梦寐以求可以去的地方
2154480	2156600	甚至MTK在这几年
2156600	2156840	它
2157120	2159240	算是某种程度上的跳板吧
2159240	2159600	对不对
2159600	2160760	蛮多跳去的
2160760	2162120	你知道那几家
2162120	2163740	就跳到人家都觉得说
2163740	2165040	靠北整天挖我的人
2165040	2165880	那你要想
2165880	2166780	你没有这个经验
2166780	2167860	你也很难跳到
2167860	2168960	那几个公司去
2168960	2170140	我们就不要去点名了
2170140	2171060	但反正总之
2171060	2171960	它是一个应该
2171960	2173640	蛮多人称羡的地方
2173640	2174480	那这个东西
2174480	2176540	我觉得通常在各种工作室
2176540	2177320	你去问医生
2177320	2178760	医生家每个人都在跟你干说
2178760	2179900	他们的工作压力大
2179900	2180520	然后钱少
2180520	2181940	可是你在绝大多数人眼中
2181940	2183580	是你们就是台湾最有钱的人
2183580	2184880	就以领薪水来讲
2184880	2185880	很多时候你觉得
2185880	2186580	你自己没有钱
2186580	2188060	是因为你去比较的对象
2188060	2188980	是资产阶级
2188980	2190360	资产阶级是另外一回事
2190360	2192040	那个是长年的累积
2192040	2193120	或者说有时候要有一点
2193120	2195000	那种时事的背景在
2195000	2196800	要有一点胆识或怎么样的
2196800	2198180	薪水就是反而不败
2198180	2199560	你怎么样都可以拿到钱
2199560	2200820	所以我觉得MTK
2200820	2201380	已经是一个
2201380	2202680	大家都很羡慕的地方
2202680	2205280	除非你真的是极度的难受
2205280	2206680	那你去退而求其次
2206680	2208200	找一个薪水没这么高
2208200	2209940	但至少你心情好一点的地方去
2209940	2210400	也好
2210400	2211620	但我要跟你讲一个
2211620	2212660	很现实的东西是
2212660	2213880	你会以为说
2213880	2215080	你去别的地方会很好
2215080	2216340	说不定你跑到别的地方
2216340	2216540	是
2216540	2217680	你一样有不满的东西
2217680	2218780	然后钱又没有给够
2218780	2219860	所以那个不爽指数
2219860	2221000	反而会跑到更高
2221000	2222980	这个是有机会是这样子
2222980	2224220	要稍微注意一下
2224220	2225300	下面一位
2225300	2225680	Mark
2225680	2226820	梦宫老公安
2226820	2228720	刚从韩国打工度假回来
2228720	2229780	不知道要找什么工作
2229780	2230200	救命
2230200	2232800	不过珍味食堂真的好好吃
2232800	2234640	可惜Lisa现在不来韩国了
2234640	2236040	好想见到老公全家人
2236040	2237740	许愿可以找到一个
2237740	2238940	躺平的工作
2238940	2239600	爱您
2239600	2240900	不知道
2240900	2241720	现在有什么工作
2241720	2243140	是可以躺平的
2243140	2245800	去当那种血牛之类的吧
2245800	2246300	现在有这种工作
2246300	2248120	就以前会听我爸说什么
2248120	2249220	他年轻没有钱的时候
2249220	2250240	曾经当过血牛
2250240	2252400	就是去参与人家什么药物实验
2252400	2254580	或是去什么捐血换钱
2254580	2255560	现在应该没有这种东西
2255560	2257360	但他那个看起来就是躺着
2257360	2258100	就可以工作
2258100	2260120	或许可以往这个方向去思考看看
2260120	2262540	然后你不是从韩国打工度假回来
2262540	2263780	我去韩国也遇不到你
2263780	2264260	下面一位
2264260	2264680	York
2264680	2265800	嘿嘿梦宫
2265800	2267440	以前没有买股票的时候
2267440	2268660	花钱如流水
2268660	2270140	但是开始投资股票的时候
2270140	2271600	随着资产翻倍成长
2271600	2272500	反而越来越省
2272500	2273420	因为总有种
2273420	2274580	今天省下来的一块钱
2274580	2275660	未来会变成两块
2275660	2277840	那想问梦宫有过一样的感受吗
2277840	2279340	这个就是我刚才前面讲的
2279340	2281640	就是当今天股票一直在上涨的时候
2281640	2282920	其实真的没有人
2282920	2284860	就是你在股票会做的人
2284860	2286480	会想要把钱拿出来花
2286480	2288180	因为你会觉得我的每一笔钱
2288180	2290180	现在都可以赚到更多钱
2290180	2291920	你甚至会非常的
2291920	2295780	反感任何要让你踩刹车的一个行为
2295780	2297060	据他来说在2020、2021
2297060	2298080	因为那时候我们有孩子
2298080	2298780	然后老婆说
2298780	2300060	那我们来买一间房好了
2300060	2301380	当时我是很不爽
2301380	2302680	我觉得这个盘这么好
2302680	2304580	怎么可以现在去买房子
2304580	2305320	然后那时候觉得说
2305320	2305560	嗯
2305560	2306540	其实后来看是一个
2306540	2307460	蛮不错的决定
2307460	2308920	你的心态会稍微的稳一点
2308920	2309360	因为你不是
2309360	2311740	所有的钱都在那种股票里面
2311740	2313080	你有些可能放到别的地方去
2313080	2314420	所以有时候赛翁司马
2314420	2315020	焉知非福
2315020	2316560	如果有一些必要的支出
2316560	2317840	就还是把它花下去吧
2317840	2318880	但是你这样的心态
2318880	2319740	是每个人都有
2319740	2321540	而且其实跟你的资产高低
2321540	2322280	没有关系
2322280	2323460	就是说你可能在
2323460	2324760	百万千万的时候
2324760	2325380	你有这个想法
2325380	2326160	那我告诉你
2326160	2327200	你破亿你十亿
2327200	2328800	你应该都还是会有一样的想法
2328800	2329420	因为我们身边的人
2329420	2330880	都有类似的想法
2330880	2332320	就是他们都会想要
2332320	2334080	有更多钱可以丢到市场里面
2334080	2335020	从来没有听过说什么
2335020	2336100	我这样赚够了
2336100	2336600	然后我就是
2336600	2337940	想要把所有钱都拿出来
2337940	2338840	我不要再参与市场
2338840	2340640	就是每个人都是不够的
2340640	2341960	甚至像之前有一个
2341960	2343200	身边的朋友跟我分享过
2343200	2344900	他在业界也算是待了蛮久
2344900	2346160	他说他只有看过一个
2346160	2348840	是真的赚到他的设定目标之后
2348840	2349660	然后就退休
2349660	2351260	把所有东西拿去买
2351260	2352980	就是拿去买债券
2352980	2353680	然后接着就是
2353680	2354820	领那个债券的利息
2354820	2355820	再也不碰股票
2355820	2357220	我说连0050都不买吗
2357220	2357720	都不买
2357720	2359180	就是直接完全的退出
2359180	2360920	其实很多人都讲过说
2360920	2362520	我到什么地方我就要退出
2362520	2363300	我就要陪家人
2363300	2365340	但他看下来就只有那一个人这样
2365340	2366700	那以我自己的角度来看
2366700	2368160	因为他算是比我资深的人
2368160	2369240	那我自己的角度是
2369240	2370660	我没有看过任何一个
2370660	2372360	就是有喊停的人
2372360	2373840	就基本上是停不下来
2373840	2375820	所以自己还是要去找到
2375820	2376740	一个平衡
2376740	2378380	特别是我还是在节目上
2378380	2379140	常常呼吁大家
2379140	2380320	要善待自己的家人
2380320	2381380	因为你在股票市场
2381380	2382740	你一天的震荡可能就是
2382740	2384320	你家人他跟你许愿
2384320	2384960	说要某个东西
2384960	2386480	你的震荡是远超过那个东西
2386480	2387920	然后你一直不想要买给他
2387920	2389160	但是不是每个人
2389160	2390740	都会一辈子在你身边陪着你
2390740	2391660	所以这个还是自己
2391660	2392540	要稍微小心一下
2392540	2393380	那下面一位
2393380	2394760	万事不绝对
2394760	2395600	孟公你好
2395600	2397040	我是马来西亚的听众
2397040	2398860	从EP300多开始到现在
2398860	2400120	你的好多无意间的话
2400120	2401220	都会让我好几次
2401220	2402780	shock的恍然大悟
2402780	2404460	非常感谢遇到这么好的节目
2404460	2405280	也谢谢你
2405280	2406420	祝你全家身体健康
2406420	2407120	开开心心
2407120	2407880	那我们希望这个
2407880	2409100	马来西亚的朋友
2409100	2410580	可以快乐健康平安
2410580	2410960	下面一位
2410960	2413040	dkdkdk93
2413040	2414180	孟公大好
2414180	2415740	上次留言没有念到
2415740	2417700	才说是不是要直上五万
2417700	2418400	不等人的
2418400	2420360	那这次直接修正一波QQ
2420360	2421720	我有个住在台北
2421720	2422520	从来没有开过
2422520	2423440	车的老同学
2423440	2424060	为了接送
2424060	2425480	可爱的女儿上幼稚园
2425480	2426460	人生第一台车
2426460	2427560	要直上宝马啦
2427560	2427860	哈哈
2427860	2430280	那祝福内湖数据长
2430280	2431300	行车平安
2431300	2432240	开车大吉
2432240	2433400	那我们希望他
2433400	2434920	千辛车快乐
2434920	2436380	那下面一位
2436380	2437860	愿常在念一下
2437860	2438580	宾美市
2438580	2439040	哦哦
2439040	2439940	孟公去搞好
2439940	2440820	Lisa和秋口
2440820	2441700	诺亚安哥好
2441700	2442940	听了五年第一次留言
2442940	2443820	过去曾经有很多
2443820	2444380	想说的话
2444380	2445140	真的要留言的时候
2445140	2446440	又不知道要从何说起
2446440	2448280	早期的我是完全听不懂
2448280	2449380	中间的气氛载
2449380	2451020	那最近开始懂产业而已
2451020	2452160	还是听不太懂
2452160	2452500	太细心了
2452520	2454580	我和孟公去搞同乡
2454580	2456280	孟公去搞说话时的尾音
2456280	2457900	常常会有客家腔
2457900	2459300	让人觉得好熟悉
2459300	2460500	早期孟公去搞
2460500	2462140	在0050还没有分拆时
2462140	2464580	停到006208相对便宜
2464580	2465980	当时的我有买
2465980	2467040	目前也翻一倍了
2467040	2468280	那我的工作忙碌
2468280	2468960	也很孤独
2468960	2470040	听节目好像变成
2470040	2471940	唯一的类社交活动
2471940	2474080	那至少没有和世界脱节
2474080	2475480	而且许多听众的留言
2475480	2477160	也都会给我生活中的思考
2477160	2478360	谢谢各位兄弟姐妹们
2478360	2479900	那最后希望孟公去搞
2479900	2480480	用客家话
2480480	2481640	对即将过生日的
2481640	2482500	我说那四个字
2482520	2484320	你还没给牌
2484320	2484740	谢谢
2484740	2486860	我为什么又要讲奇怪的话
2486860	2489060	就讲生日快乐
2489060	2490120	就讲生日快乐就好
2490120	2491260	为什么要乱接话
2491260	2491500	好啦
2491500	2493420	那前面讲的客家腔
2493420	2494080	其实我觉得
2494080	2495240	我客家腔没有很重
2495240	2496740	因为客家腔很好认
2496740	2498360	就是会说
2498360	2498660	哇
2498660	2499380	或是哪
2499380	2500140	哇
2500140	2501820	那个东西好贵吧
2501820	2502880	太贵了哪
2502880	2503640	这个就是可能
2503640	2504960	客家人讲话会这样子
2504960	2505560	然后或是说
2505560	2506260	游子袋
2506260	2507360	游子袋
2507360	2508080	我们不会讲睡袋
2508080	2509180	我们讲游子袋
2509180	2510020	然后或者说
2510020	2511040	一个人整天躺在那
2511040	2511280	就说
2511280	2512500	我整天在睡袋
2512500	2513860	所以
2513860	2516740	这个
2516740	2517520	你一听就知道
2517520	2520080	那我自己本身算是一半一半
2520080	2521480	就我妈妈是闽南人
2521480	2522540	花莲的闽南人
2522540	2522720	所以
2522720	2523940	可能是因为这样
2523940	2524980	有综合调
2524980	2526220	就是没有真的很客家
2526220	2527740	但是其实我们家族里面
2527740	2528360	蛮多人讲话
2528360	2529600	就是像我刚才前面讲的那样
2529600	2531200	然后有很多的客家腔
2531200	2532500	所以偶尔还是会不小心
2532500	2533780	这个露出一点客家腔
2533780	2534540	我觉得蛮有趣的
2534540	2535860	那下面有位
2535860	2539000	可以问问美国人
2539000	2540160	到底会不会做股票吗
2540160	2540720	其实现实上
2540720	2541740	不只是想问美国人
2541740	2542360	我想问台湾人
2542360	2542980	会不会做股票
2542980	2543640	像就像说
2543640	2544920	礼拜四的尾盘在那边拉
2544920	2545840	其实礼拜五有些东西
2545840	2546720	可以直接进攻
2546720	2549000	那确实有些东西有进攻
2549000	2550240	那只是后来就被灌回来
2550240	2550900	所以就代表说
2550900	2551820	现在已经是很多人
2551820	2552780	失去了勇气
2552780	2554000	那再来在
2554000	2554860	我刚才前面聊到说
2554860	2555880	11点12点的时候
2555880	2556900	其实有蛮多东西是
2556900	2558740	攻回去快要往平盘的方向走
2558740	2560360	我自己就跟着在那边狂敲
2560360	2561260	因为这个地方
2561260	2562420	其实真的可以去做一个
2562420	2563840	很漂亮的下影线去反攻
2563840	2564340	只是尾盘
2564340	2565520	有一堆人把它丢回来
2565520	2566520	我想说你们到底
2566520	2567980	会不会做股票
2567980	2569040	但现在讲的是这样子
2569040	2569700	如果下礼拜一
2569700	2571160	他妈在开DG往下走
2571160	2571840	我那个加码的
2571840	2572720	应该有把它丢出来
2572720	2573480	反正你们不要玩
2573480	2574160	老子也不要玩
2574160	2575740	我们要协助把这个盘砸掉
2575740	2576820	所以现在就是有一种
2576820	2578800	那种就是全面恐慌的感觉出来
2578800	2580140	我觉得比上一波修正
2580140	2581460	又再猛一点点
2581460	2582780	那我们再来观察会怎么样
2582780	2583280	下面一位
2583280	2584800	山中的大宝贝
2584800	2585400	孟公安
2585400	2587040	请问你可以用川普便秘的声音
2587040	2589280	宣布新竹周一台风假吗
2589280	2590480	也祝孟公宝贝股票
2590480	2591380	收到天上去
2591380	2593600	Constipated
2593600	2594420	没有办法
2594420	2596340	那就是希望新竹可以放假
2596340	2597100	因为我看到那个
2597100	2598340	好像是
2598340	2599340	就在新竹吧
2599340	2600180	有一个那个autobike
2600180	2601160	在公车旁边
2601160	2602240	直接变滑水道
2602240	2602840	虽然对啊
2602840	2603600	这不应该笑
2603600	2604320	可是那个影片
2604320	2605780	我重看了太多次
2605780	2606600	那个太经典了
2606600	2607580	就很危险啊
2607580	2608280	所以如果说
2608280	2609980	真的这个风雨达标的话
2609980	2611640	还是希望有关单位
2611640	2613000	要稍微体恤一下大家
2613000	2614860	以前我是非常反对台风假的人
2614860	2615820	那后来发现说
2615820	2616680	不能够这么自私
2616680	2617700	我自己很喜欢工作
2617700	2618040	没错
2618040	2619680	只是有些人他确实是
2619680	2621020	可能他家里出来
2621020	2621800	就会有危险或什么
2621800	2623020	我们要去在意一下这些人
2623020	2623960	所以我现在就站在
2623960	2624700	那个放假派
2624700	2625400	就尽量放
2625400	2626460	随便放没关系
2626460	2627420	反正我前面被那个
2627420	2628340	处置股关完之后
2628340	2628960	我现在对股票
2628960	2629880	也有新的认知了
2629880	2630300	我就想说
2630300	2630860	反正我就当成
2630860	2632160	我整天都被关也没有关系
2632160	2633140	好了那
2633140	2634100	下面一个太长跳过
2634100	2634660	这下面一位
2634660	2635840	pack
2635840	2636800	梦宫chika
2636800	2638980	自己可以用云霄飞车的emoji吗
2638980	2639940	好久没有在节目
2639940	2641640	听到有怪小的发言了
2641640	2642580	然后遇到下跌
2642580	2644180	反而会开始期待听QA
2644180	2645460	想知道梦宫会不会
2645460	2647720	有替在乎的人花钱
2647720	2648760	比花在自己身上
2648760	2649980	还甘愿的感觉
2649980	2651720	那虽然自己资产提高了
2651720	2653100	但觉得自己不值得
2653100	2654780	那最后希望梦宫可以用
2654780	2656040	猛男的语音包
2656040	2657440	祝我跟女友Peggy
2657440	2658460	保持愉快
2658460	2659460	一起变富一代
2659460	2660560	祝梦宫chika
2660560	2663240	一家平安健康又快乐爱您
2663240	2666380	我以前会很直接的跟你说
2666380	2666840	对没错
2666840	2668640	就是花在自己身上不值得
2668640	2669620	然后也不会花太多
2669620	2671940	但自从过去两个月的
2671940	2673600	这个疯狂红酒尝试之后
2673600	2675220	其实我是真的有点疯狂
2675220	2676260	所以我后来觉得说
2676260	2678420	我可能一次就花了好几年
2678420	2680260	应该可以花在自己身上的钱
2680260	2681920	但我的想法是跟你一模一样
2681920	2683480	就是我花在别人身上
2683480	2684240	是比较开心
2684240	2684760	不然说
2684760	2685860	像花在老婆身上
2685860	2687100	或是小孩身上
2687100	2688460	但如果是硬要选一个
2688460	2689960	花在小孩身上更夸张
2689960	2691820	就是你不会觉得这是一个问题
2691820	2693440	你买卡包给他
2693440	2694160	即便这个卡包
2694160	2695700	像有些卡包已经绝版了
2695700	2696460	像他很喜欢那个
2696460	2697020	好不要讲
2697020	2697420	因为讲的时候
2697420	2698300	一堆人在跑去买
2698300	2698860	就在更贵
2698860	2700860	他喜欢某一个绝版的卡包
2700860	2702600	然后我就会去买那个卡包给他
2702600	2703720	那个卡包其实算起来
2703720	2704460	比一般卡包贵
2704460	2705480	大概四五倍左右
2705480	2707320	可是当你看到他收到
2707320	2708160	然后在那边拆
2708160	2709380	然后还会自己跟你讲说
2709380	2710760	宝宝今天可以拆两个
2710760	2711400	我赶快洗澡
2711400	2712760	因为洗完澡可以拆两个
2714760	2715540	宝宝我今天表现好
2715540	2716940	可不可以再多拆一个什么的
2716940	2717800	你就一直想要
2717800	2718760	再买这个卡包给他
2718760	2720080	就即便你知道你是一个盘子
2720080	2720860	可是你就还是会
2720860	2722580	想要去让他开心这样
2722580	2724520	所以以前人家讲的什么
2724520	2725780	施比寿更有福
2725780	2727740	我得说我在二十几岁的时候
2727740	2728420	不知道这件事情
2728420	2729540	我也曾经想过说
2729540	2730900	为什么要生孩子脱油瓶
2730900	2731520	为什么要结婚
2731520	2732440	为什么要花这种钱
2732440	2734360	单身一辈子快乐一辈子
2734360	2735560	这个想法我都有过
2735560	2737560	但就是对
2737560	2739640	有些东西可能真的年纪一到才会懂
2739640	2740580	类似我们刚才前面讲的
2740580	2741180	后来发现说
2741180	2742920	我觉得人为什么越来越沉默
2742920	2744000	是因为你真的不需要
2744000	2745040	跟任何人讲太多
2745040	2746280	或试着去说服任何人
2746280	2747660	因为当你们是不同位阶
2747660	2748400	不同资产
2748400	2749780	不同的家庭背景
2749780	2750880	不同的家庭环境
2750880	2751680	不同的配置
2751680	2752720	你们真的是
2752720	2754460	有时候是没有办法对话的
2754460	2755580	那你现在跟人家讲
2755580	2756680	讲了半天也没有用
2756680	2757620	反正时间到了
2757620	2759160	他懂他就是会懂
2759160	2760020	那如果他不会懂
2760020	2761480	他一辈子跟你也没有交集
2761480	2763000	所以你真的有需要说服的
2763000	2764720	只有自己家庭最核心的人
2764720	2765760	就大概是这样子
2765760	2767740	但我完全认同你的说法
2767740	2768200	下面一位
2768200	2769340	GoodTone
2769340	2770680	GodTone
2770680	2771180	GodTone是什么
2771180	2772280	董神的ID是不是
2772280	2773040	MK大
2773040	2773620	我很好
2773620	2773980	大家好
2773980	2775000	好的
2775000	2775660	恭喜你很好
2775660	2776060	下面一位
2776060	2777660	其实我已经快没有很好
2777660	2778060	你知道吗
2778060	2779260	这样子一直跌下去
2779260	2780520	心中是不好受
2780520	2781660	最近不是在LINE上面
2781660	2782260	他有一个
2782260	2784380	可以回报大家状态的东西吗
2784380	2786240	我看到每个说自己不平安的
2786240	2787800	没有一个是风灾水灾
2787800	2789460	每个都是股票跌很惨
2789460	2790540	然后在那边靠摇
2790540	2791720	说什么家自己很惨
2791720	2793200	希望大家可以去救他
2793200	2794380	希望什么救援队
2794380	2796740	可以赶快到淹水的公园里面之类的
2796740	2797440	还是希望大家都
2797440	2799600	在这次的豪雨里面
2799600	2800420	可以平安健康
2800420	2801240	股票的事情
2801240	2802340	相较之家是小事
2802340	2803340	生命安全最重要
2803340	2803960	好像是
2803980	2804300	下面一位
2804300	2806120	SF985213
2806120	2807380	谢谢孟公去赶来每周分享
2807380	2808820	自己的生活跟市场的观点
2808820	2809660	我7月5号生日
2809660	2810880	可以跟我说那四个字吗
2810880	2811760	生日快乐
2811760	2813320	你看这样是不是皆大欢喜
2813320	2813820	下面一位
2813820	2815580	原住民的台语怎么念
2815580	2816080	孟公好
2816080	2817740	我是今年要考教征的考生
2817740	2819260	在教育职场发现
2819260	2820660	总有一些老师很混
2820660	2822300	但他们却是正式教师
2822300	2823520	而我努力的教学
2823520	2825100	却还只能够当个代理教师
2825100	2826100	心里满满的不平衡
2826100	2828200	但庆幸有时候努力的付出
2828200	2828940	总有回报
2828940	2830400	那有时候接住我情绪的
2830400	2831420	不是身边的好友
2831420	2832240	而是那些学生
2833980	2835700	倘若今年考上的话
2835700	2837700	我将分期捐出一个月的薪水
2837700	2839540	给流浪动物协会
2839540	2841520	或是抽出十组黑马卡
2841520	2842620	给地方男性
2842620	2844620	麻烦孟公帮我做决定
2844620	2845180	爱你
2845180	2846560	我是觉得
2846560	2847620	因为你后面那个抽奖
2847620	2848820	我要把你抽太麻烦了
2848820	2851260	你就直接捐给流浪动物协会
2851260	2852400	我觉得是蛮好的
2852400	2853940	然后再来讲前面那一段
2853940	2855860	我有一个unpopular opinion
2855860	2857780	但我认为应该蛮多人
2857780	2858700	会感同身受
2858700	2860040	你这样子一个
2860040	2861140	非常热血的想法
2861140	2862440	其实是好发语
2862440	2863220	就是因为你还没有
2863220	2863920	真的进入到
2863920	2864380	那个地方
2864380	2865560	所以你会觉得说
2865560	2866400	为什么有一堆
2866400	2867720	他妈的废物主管
2867720	2869020	失位速餐
2869020	2869800	不做事
2869800	2870840	然后他却可以是主管
2870840	2871720	为什么有那些人
2871720	2872960	他站着毛坑不拉屎
2872960	2873740	为什么有些医师
2873740	2874980	怎么看起来没有医德
2874980	2875680	为什么有些
2875680	2877000	什么做股票的
2877000	2877860	然后现在整天在
2877860	2878660	po干话
2878660	2879640	整天在喊救命
2879640	2880840	因为你还没有到
2880840	2881620	那个地方
2881620	2882760	就你到那个地方之后
2882760	2883940	有时候你会发现说
2883940	2886460	你可能本来是满腔热血
2886460	2887880	但是你被一些学生
2887880	2889380	或者说被一些学生家长
2889380	2891380	或是被很多的办公室
2891380	2892520	术物给磨掉了
2892520	2893480	所以你就会长得
2893480	2895240	像是比较圆融的样子
2895240	2896640	然后看在一些新来的人
2896640	2897240	就会觉得说
2897240	2898200	你很混混什么
2898200	2899280	但那已经是一个
2899280	2900240	就是为了生存
2900240	2901380	而长出来的样子
2901380	2903520	所以如果你今天到一个环境
2903520	2904300	你看到那些人
2904300	2905240	是长那个样子的话
2905240	2906060	你要思考的是
2906060	2907100	你想不想变成那个样子
2907100	2907820	因为你终究
2907820	2909660	你高几率会变成那个样子
2909660	2911380	你很难进去构造改革
2911380	2913160	然后让大家变成像你这种
2913160	2914240	满腔热血的样子
2914940	2915700	对我不想要帮
2915700	2917420	因为你看起来是一个新鲜人
2917420	2918600	好像帮你把未来
2918600	2919580	去盖上了一个
2919580	2921060	这个怎么讲
2921060	2922720	黑暗的阴影的感觉
2922720	2923440	可是社会
2923440	2924560	真的就是这样子运作的
2924560	2925640	就你还没有进去之前
2925640	2926160	你都会觉得说
2926160	2926900	里面的这些人
2926900	2928700	一堆站着毛坑不拉屎
2928700	2929320	可是你进去之后
2929320	2930660	你可能也变成是那样的人
2930660	2931320	当然我们还是希望
2931320	2933080	自己可以保有一些初心
2933080	2934120	还是希望有一些好事
2934120	2934640	可以发生
2934640	2936220	但后来对社会
2936220	2937620	就比较不会有这么多的批判
2937620	2939160	因为你开始渐渐的懂得
2939160	2939740	大概是这样
2939740	2940620	下面一位
2940620	2941240	Hikari
2941240	2942640	孟公我老公爱你
2942640	2943400	我是玛丽莎
2943400	2944860	我要祝竹南好友
2944860	2945960	闲亢利赚大钱
2945960	2946700	乖好爱大家
2946700	2948240	希望大家都赚大钱
2948240	2948720	下面一位
2948720	2949860	藤蛋蛋
2949860	2951420	孟公去搞我老公
2953440	2954200	这个就是应该是
2954200	2955220	股票底太多
2955220	2956720	开始有一些发病的人产生
2956720	2957340	下面一位
2957340	2958780	Andy5566
2958780	2959540	孟公去搞我
2959540	2960940	完全急助听你分享
2960940	2962160	和林口猛南门
2962160	2963080	在找有志人士
2963080	2963920	一起来林口发展
2963920	2965340	这是不是有力量之后
2965340	2966660	回馈社区的一种方式
2966660	2968140	也好奇想问孟公
2968140	2969140	当生意越大
2969140	2969980	也会伴随一些
2969980	2970900	复杂的关系吗
2970900	2971620	如果能够分享
2971620	2972960	再让小弟见面试面了
2972960	2974520	那最后想请孟公老大
2974520	2975600	用金牌讲师的语气
2975600	2976760	跟我的老师女友说
2976760	2977440	要放暑假了
2977440	2977840	姐妹们
2977840	2979040	又送走了
2979040	2979800	可爱的一届
2979800	2980440	辛苦你了
2980440	2981960	那也祝孟公一家平安健康
2981960	2983460	暑假也有更多的
2983460	2984220	美好回忆
2984220	2985520	那非常感谢这位兄弟
2985520	2986500	那前面讲的
2986500	2987900	事情是不是会变复杂
2987900	2988260	没错
2988260	2989320	所以其实我一向
2989320	2990460	都是跟大家说
2990460	2991800	特别是那些创业的人
2991800	2992980	有时候来QA问问题
2992980	2994460	我就说我自己的经验是
2994460	2995880	股东不要太复杂
2995880	2996820	因为股东复杂
2996820	2997940	事情就会变复杂
2997940	2998720	就会变麻烦
2998720	3000000	那所以绝大多数
3000000	3000980	像我自己参与的
3000980	3002000	一些生意都是
3002000	3002980	我可能就是里面
3002980	3003780	唯一一个股东
3003780	3005200	那我可能是出
3005200	3006660	超过七八成的钱
3006660	3007780	甚至是全资
3007780	3009120	但是我只拿十二十趴
3009120	3010480	这个是我家喜欢的一个模式
3010480	3011840	那可是我还是希望说
3011840	3012640	创办人自己也要
3012640	3013260	skin the game
3013260	3013960	就是你总是
3013960	3014820	自己头要洗下去
3014820	3015480	如果说你都是
3015480	3016340	在玩别人钱的话
3016340	3017980	我不能够期待
3017980	3019000	你一定会百分之百认真
3019000	3019500	你懂我意思吗
3019500	3020480	所以你没有多少钱
3020480	3021060	但是你愿意
3021060	3021760	整个头洗下去
3021760	3023300	这种人是我比较喜欢的
3023300	3024020	然后在林口目前
3024020	3024900	可能我们丢的东西
3024900	3025680	也是比较偏向说
3025680	3026360	我自己知道
3026360	3027480	这边可能需要这个东西
3027480	3028820	所以就会去做这样的投资
3028820	3030420	那时候会分享说
3030420	3031420	就是自己身边朋友
3031420	3032180	大家可能想说
3032180	3033900	这个东西可以搞看看的理由
3033900	3035180	是因为人家刚好提到了
3037780	3038220	这种事情的话
3038220	3039760	它不会是
3039760	3040840	可能像一些人想象的是
3040840	3042040	我们先去集资
3042040	3042860	然后弄一个fund
3042860	3043920	然后去投这些东西
3043920	3044360	这个可能
3044360	3046020	我不喜欢这样的模式
3046020	3047340	它比较偏向是
3047340	3048440	就像说真的有一些
3048440	3049060	屌的东西
3049060	3050240	你想要来林口做
3050240	3050740	或什么的
3050740	3052020	我可以吃下
3052020	3053280	我就直接全部自己吃了
3053280	3053960	也不是说什么
3053960	3054820	我不想分我朋友
3054820	3055300	或什么的
3055300	3056620	因为其实去投这种生意
3056620	3057220	对我们身边
3057220	3058220	这种做投资来讲
3058220	3059080	它的投报率
3059080	3060420	绝对都没有股票好了
3060420	3061520	所以其实每个人
3061520	3062240	想做这件事情
3062240	3063520	都是有点类似像你讲的
3063520	3065200	那种社会服务学习的态度
3065200	3065700	去做的
3065700	3066800	但我还是会希望
3066800	3067680	事情单纯一点
3067680	3068860	所以能够我全吃的
3068860	3069640	我一定是全吃
3069640	3070840	可是身边可能
3070840	3071720	有些朋友会发现说
3071720	3072960	这个东西我也有兴趣
3072960	3074160	你想要上车一点
3074160	3075360	OK那也让你上车一点
3075360	3076180	但大家的心态
3076180	3076860	应该比较偏向说
3076860	3078080	反正就是让这个创办人
3078080	3078600	去搞看看
3078600	3079220	看可不可以搞出
3079220	3079820	什么样的东西
3079820	3080820	所以其实我是
3080820	3083220	很不喜欢合伙生意
3083220	3084880	那自己目前可能
3084880	3085780	有搞到的
3085780	3087000	比较偏向是合伙生意的
3087000	3088000	会像是笑男这样
3088000	3088480	可是笑男
3088480	3089800	因为我自己就是过半的
3089800	3091160	所以大家连吵架
3091160	3091760	都不用吵架
3091760	3092440	因为你们没有人
3092440	3093200	投票投得赢我
3095700	3097780	那我就是去扛最大的风险
3097780	3100360	失败我也是去赔最多钱
3100360	3101660	所以大家都不有一见
3101660	3102540	那我会比较喜欢
3102540	3103300	这样的一个模式
3103300	3104440	就是我不喜欢说
3104440	3105240	当然大家会想说
3105240	3106240	应该都可以讨论
3106240	3106840	可以沟通
3106840	3108020	可是我的经验是
3108020	3109260	就是当今天人多
3109260	3109980	就是会嘴杂
3109980	3111880	所以最好的方式是
3111880	3113960	我当那个拿啤酒去你家的
3113960	3115000	你要投什么生意
3115000	3115900	你要做什么事情
3115900	3117080	我过去支持你
3117080	3118680	那笑男比较罕见一点
3118680	3119820	他算是我自己本身
3119820	3120680	是做妆的人
3120680	3121580	我其实是不希望
3121580	3122440	我希望越低调
3122440	3123360	然后躲起来越好
3123360	3124380	那只是因为刚好说
